,headlines,content,date,headlines_en,content_en,stem_headline_en,emotion
1373,stage 'corona-stijl' voor mbo'ers: thuis achter het fornuis,talloze mbo-studenten zitten deze coronacrisis noodgedwongen thuis omdat hun stages bij een evenementenbureau of horecazaak zijn stopgezet.,05-05-20,stage 'corona-style' mbo: home behind the stove,many vocational students sit this corona crisis forced home because their courses are put to stop an event organizer or catering business.,"['stage', ""'corona-style"", 'mbo', 'home', 'behind', 'the', 'stove']",fear
1374,'uitblijven dividend vanwege corona kost franse staat miljarden',"het massaal schrappen van de dividenduitkering bij grote door de coronacrisis getroffen bedrijven, pakt financieel erg slecht uit voor de franse staatskas.",05-05-20,'Absence dividend for corona takes French state billions',"the massive cancellation of the dividend in large companies affected by the crisis corona, picks financially disastrous for the French treasury.","[""'Absence"", 'dividend', 'for', 'corona', 'take', 'French', 'state', 'billion']",disgust
1375,corona-boom levert hellofresh fikse winst op,maaltijdboxleverancier hellofresh heeft een sterk eerste kwartaal achter de rug: door de coronacrisis kookten in heel wat landen veel meer mensen thuis.,05-05-20,corona tree yields hello fresh hefty profits,"maaltijdboxleverancier hello fresh has a strong first quarter behind us: the corona crisis cooked in many countries, many more people at home.","['corona', 'tree', 'yield', 'hello', 'fresh', 'hefty', 'profit']",joy
1376,corona alliantie: 'ons doel is om bedrijven verder te helpen',"lege terrassen, geannuleerde evenementen en gesloten zaken. het zijn moeilijke tijden voor bedrijven. veel ondernemers hebben dan ook zorgen. hoe kan ...",05-05-20,"corona alliance: ""Our goal is to help companies to continue '","empty terraces, canceled events and closed cases. it will be difficult times for businesses. many entrepreneurs have also worries. how can ...","['corona', 'alliance', 'Our', 'goal', 'help', 'company', 'continue']",sadness
1377,van der ven: 'je krijgt geen corona door veehouderij',"'je kunt niet besmet raken met corona door de dieren in de veehouderij', verzekert jeannette van der ven, portefeuillehouder gezonde dieren bij lto ...",05-05-20,van der ven: 'you will not get by corona livestock',"""You can not become infected with the corona animal farms,"" ​​assures Jeannette van der ven, portfolio healthy animals at lto ...","['van', 'der', 'ven', ""'you"", 'will', 'not', 'get', 'corona', 'livestock']",sadness
1378,'chebakia-verkoopster besmet met corona'; autoriteiten vrezen nieuwe besmettingshaard,autoriteiten in beni mellal hebben maandag 26 personen overgebracht naar het ziekenhuis omdat vermoedt wordt dat ze besmet zijn geraakt met covid-19.,05-05-20,"""Chebakia saleswoman infected with coronavirus; Authorities fear new outbreak",Authorities in beni mellal on Monday 26 people taken to hospital because suspect that they are infected with covid-19.,"['Chebakia', 'saleswoman', 'infected', 'with', 'coronavirus', 'Authorities', 'fear', 'new', 'outbreak']",fear
1379,"z'n vaderland togo wil hij niet helpen in strijd tegen corona, maar ondertussen pronkt 'team adebayor' wel met enorme collectie luxewagens van spits","niet héél tactvol. terwijl emmanuel adebayor (36) recent aangaf geen cent te willen doneren aan zijn vaderland togo in de strijd tegen corona, wordt op een ...",05-05-20,"togo his homeland he will not help in fighting corona, but in the meantime shows off 'team Adebayor' have enormous collection of luxury cars rush","Not too tactful. while Emmanuel Adebayor (36) recently indicated a cent wanting to donate to his native Togo in the fight against corona, is a ...","['togo', 'his', 'homeland', 'will', 'not', 'help', 'fighting', 'corona', 'but', 'the', 'meantime', 'show', 'off', ""'team"", 'Adebayor', 'have', 'enormous', 'collection', 'luxury', 'cars', 'rush']",anger
1380,ondanks corona importeert china meer varkensvlees - inside varkens,"china importeerde over het eerste kwartaal van 2020 fors meer varkensvlees dan vorig jaar. de invoer van zowel varkensvlees als bijproducten ligt hoger, ...",05-05-20,despite corona china import more pork - pork inside,"China imported the first quarter of 2020 significantly more pork than last year. imports of pork as well as by-products is higher, ...","['despite', 'corona', 'china', 'import', 'more', 'pork', 'pork', 'inside']",disgust
1381,"corona-enquête: we houden ons sterk, maar vrezen voor onze job","we houden ons sterk gedurende deze coronaquarantaine. en al heeft de reputatie van de overheid een fikse deuk gekregen, toch is zowat de helft van ...",05-05-20,"corona survey: We keep us strong, but fear for our jobs","We keep us strong during this corona quarantine. and all the reputation of the government has been given a hefty dent, yet about half of ...","['corona', 'survey', 'keep', 'strong', 'but', 'fear', 'for', 'our', 'job']",fear
1382,gemeente beantwoordt vragen over corona en sport,sportverenigingen in de gemeente simpelveld die vragen hebben over hoe invulling te geven is aan de vernieuwde landelijke sportmaatregelen kunnen ...,05-05-20,congregation answers questions about corona and sports,sports clubs in the municipality simpelveld who have questions about how implementation is able to give to the new rural sports action ...,"['congregation', 'answer', 'question', 'about', 'corona', 'and', 'sport']",shame
1383,wat ga jij doen na corona...? schrijf het gewoon op deze muur aan de antwerpse ankerrui,"een van de meest gestelde vragen: “wat ga jij doen na corona?” ze is absurd, want de essentie is dat we niet nà maar nog een hele tijd mét het virus zullen...",05-05-20,What will you do after corona ...? just write it on the wall at the Antwerp Ankerrui,"one of the most asked questions: ""What will you do after corona?"" it is absurd, because the essence is that we will not think but for a long time with the virus ...","['What', 'will', 'you', 'after', 'corona', '...', 'just', 'write', 'the', 'wall', 'the', 'Antwerp', 'Ankerrui']",guilt
1384,bouwen ten tijde van corona,ondanks het coronavirus gaat de bouw vooralsnog door. zo wordt in het cruquiusgebied en in die.,05-05-20,building at the time of corona,"despite the coronavirus, the construction still continues. so is the cruquius area and in those.","['building', 'the', 'time', 'corona']",fear
1385,corona-oekaze van klm: alle passagiers en werknemers moeten verplicht mondkapjes dragen!,terwijl de nederlandse overheid nog altijd adviseert om ...,05-05-20,corona ukase of klm all passengers and employees must wear surgical masks mandatory!,while the Dutch government still recommends ...,"['corona', 'ukase', 'klm', 'all', 'passengers', 'and', 'employee', 'must', 'wear', 'surgical', 'mask', 'mandatory']",fear
1386,corona-etiquette: wat doe je als vrienden stiekem willen afspreken?,"vanaf deze week mogen we met twee vrienden afspreken in het openbaar. joepie, zegt de één. foert, klinkt het bij de ander. de verleiding om met meerdere ...",05-05-20,corona etiquette: what if friends want to meet secretly?,"From this week, we can meet up with two friends in public. whoopee, says one. foert, it sounds to others. the temptation to multi ...","['corona', 'etiquette', 'what', 'friends', 'want', 'meet', 'secretly']",disgust
1387,eén nieuw corona-overlijden in limburgse ziekenhuizen (hasselt),"vanuit de limburgse ziekenhuizen wordt één nieuw corona-overlijden gemeld. in sint-trudo in sint-truiden stierf opnieuw een coronapatiënt, waarmee het tota.",05-05-20,A new corona death in hospitals Limburg (Hasselt),from the Limburg hospitals reported one new corona death. in Saint-Trudo in Sint-Truiden died again corona patient to the tota.,"['new', 'corona', 'death', 'hospital', 'Limburg', 'Hasselt']",fear
1388,19 nieuwe corona-infecties in nissewaard,even teleurstellende als ook vreemde coronacijfers vandaag in nissewaard. de ggd rotterdam-rijnmond meldt er 19 nieuw positief geteste inwoners.,05-05-20,19 new coronavirus infections in Nissewaard,"as disappointing as too strange corona figures today nisse worth. The GGD reports, 19 new residents tested positive.","['new', 'coronavirus', 'infection', 'Nissewaard']",fear
1389,'corona is streep door de rekening voor oosterweel',"mensen zullen het openbaar vervoer mijden uit vrees voor besmetting', zegt luc hellemans van lantis, dat de oosterweelverbinding in antwerpen bouwt.",05-05-20,"""Corona is broken by the bill for Oosterweel '","People will shun public transport for fear of contagion, ""says Luc hellemans of lantis that builds Oosterweelverbinding in Antwerp.","['Corona', 'broken', 'the', 'bill', 'for', 'Oosterweel']",fear
1390,de utrechtse esma over de ramadan in tijden van corona: 'jammer dat ik nu mijn ouders niet kan zien',"voorlopig niet naar de moskee, geen gezellig samenkomen met familie of vrienden en waarschijnlijk geen groot suikerfeest: voor utrechters die meedoen aan ...",05-05-20,"the utrechtse esma about Ramadan in times of corona ""sorry that I can not see my parents'","not attend the mosque, no socializing with family or friends and probably not a big Eid: Utrechters for participating in ...","['the', 'utrechtse', 'esma', 'about', 'Ramadan', 'time', 'corona', 'sorry', 'that', 'can', 'not', 'see', 'parent']",guilt
1391,fransman had op 27 december al corona: “toen kwam die pijn in mijn borstkas”,"het nieuwe coronavirus was eind december al in frankrijk. een 43-jarige man die op 27 december met een longontsteking opgenomen werd in het ziekenhuis, ...",05-05-20,"Frenchman had Corona on December 27, ""then came the pain in my chest""",The new coronavirus was already late December in France. a 43-year-old man who was admitted on December 27 with pneumonia in hospital ...,"['Frenchman', 'have', 'Corona', 'December', 'then', 'come', 'the', 'pain', 'chest']",fear
1392,ingrijpende maatregel moet corona buiten de deur houden bij formule 1-start,"als het formule 1-seizoen eenmaal van start gaat, zal iedereen in de paddock om de twee dagen getest worden op het coronavirus. zo moet voorkomen ...",05-05-20,drastic measure must be corona outside the door to Formula 1 start,"as the Formula 1 season will once started, everyone in the paddock to be tested every two days for coronavirus. so should avoid ...","['drastic', 'measure', 'must', 'corona', 'outside', 'the', 'door', 'Formula', 'start']",fear
1393,niet best: engelse profclubs staan miljoenen in het rood door corona,clubs uit de hoogste klassen van het engelse profvoetbal staan in september mogelijk 200 miljoen pond - omgerekend zo'n 230 miljoen euro - in het rood.,05-05-20,not good: English professional clubs are millions in the red corona,Clubs from the upper classes of the English professional football are possible in September 200 million pounds - converted about 230 million - in the red.,"['not', 'good', 'English', 'professional', 'club', 'are', 'million', 'the', 'red', 'corona']",shame
1394,nederlands-duitse dodenherdenking in duitse esterwegen afgeblazen wegens corona - groningen,de traditionele herdenking op de begraafplaats van het duitse dorpje esterwegen gaat komende zaterdag niet door. dit vanwege de corona-crisis.,05-05-20,Dutch-German commemoration in German roads ester canceled due corona - Groningen,The traditional commemoration at the cemetery of the German village roads ester is next Saturday canceled. because of the corona crisis.,"['Dutch-German', 'commemoration', 'German', 'road', 'ester', 'cancel', 'due', 'corona', 'Groningen']",guilt
1395,corona-app houdt patiënt in thuisquarantaine in de gaten,in de strijd tegen overbelasting van ziekenhuizen door de corona-epidemie worden patiënten met milde klachten die thuis herstellen in toenemende mate op ...,05-05-20,corona app keeps patient in home quarantine eye,"in the fight against overloading of hospitals by the corona epidemic, patients with mild symptoms recover at home increasingly ...","['corona', 'app', 'keep', 'patient', 'home', 'quarantine', 'eye']",guilt
1396,reinildis van ditzhuizen: het voorkomen van de koning and; corona-etiquetten - staxand;toine,"historisch, zo kan de nationale herdenking op de dam in amsterdam gisteravond rustig genoemd worden. niet alleen vanwege het ontbreken van publiek, maar ...",05-05-20,Reinildis of ditzhuizen: preventing the king and; corona etiquette - staxand; toine,"historically, as the national memorial to the dam in Amsterdam last night called calm. not only because of the lack of audience, but ...","['Reinildis', 'ditzhuizen', 'preventing', 'the', 'king', 'and', 'corona', 'etiquette', 'staxand', 'toine']",disgust
1397,rivm meldt kleinste aantal ziekenhuisopnames (27) door corona sinds 15 maart,het rijksinstituut voor volksgezondheid en milieu (rivm) maakt woensdag melding van 27 nieuwe ziekenhuisopnames. dat is het kleinste aantal sinds zondag ...,06-05-20,rivm reports fewest hospitalizations (27) by corona since March 15,the National Institute for Public Health and the Environment (RIVM) is Wednesday reported 27 new hospitalizations. which is the lowest number since Sunday ...,"['rivm', 'report', 'few', 'hospitalization', 'corona', 'since', 'March']",joy
1398,revalidatie na corona zwaarder dan gedacht; grote groep patiënten moet zich nog melden,"hoe nu verder? wekenlang sta je 'uit'. in coma gehouden, in de hoop zo het coronavirus te bestrijden. maar als die hoop dan eindelijk werkelijkheid is ...",06-05-20,Rehabilitation after corona heavier than expected; large group of patients must report yet,"what now? weeks you stand 'off'. held in coma, hoping thus combat the coronavirus. but that hope then finally a reality ...","['Rehabilitation', 'after', 'corona', 'heavier', 'than', 'expected', 'large', 'group', 'patients', 'must', 'report', 'yet']",anger
1399,helpt het als iedereen een mondkapje zou dragen?,in nederland wordt niet aangeraden om overal een mondkapje te dragen tegen het coronavirus. eén van de argumenten is dat je daarmee niet jezelf kan ...,06-05-20,it helps if everyone would wear a face mask?,in the Netherlands is not recommended to wear throughout a surgical mask against the coronavirus. One of the arguments is that you therefore can not yourself ...,"['help', 'everyone', 'would', 'wear', 'face', 'mask']",shame
1400,ggd: voldoende capaciteit om ook achterhoekse docenten op corona te testen,zelhem - de ggd noord- en oost-gelderland heeft naar eigen zeggen voldoende testcapaciteit beschikbaar als vanaf vandaag (6 mei) ook ...,06-05-20,GCD: enough capacity to also tutors Achterhoek testing for coronavirus,zelhem - the GCD northern and eastern Gelderland claims to have sufficient capacity available as from today (May 6) also ...,"['GCD', 'enough', 'capacity', 'also', 'tutor', 'Achterhoek', 'testing', 'for', 'coronavirus']",shame
1401,coronavirus geen nieuwe regiogenoten met corona in ziekenhuis,er is in de afgelopen 24 uur geen melding gemaakt van regiogenoten die vanwege het coronavirus zijn opgenomen in het ziekenhuis.,06-05-20,coronavirus new region enjoyed corona in hospital,There is no mention in the last 24 hours of regional peers who are hospitalized with the coronavirus in the hospital.,"['coronavirus', 'new', 'region', 'enjoyed', 'corona', 'hospital']",joy
1402,de corona-quarantaine doet het dorp ee denken aan het onheilspellende mkz-virus,"de huidige 'corona-quarantaine' doet in ee en omstreken denken aan die onheilspellende aprilmaand in 2001, toen het extreem besmettelijke mkz-virus ...",06-05-20,the corona quarantine does the village ee remember the ominous FMD virus,"today 'corona quarantine does in ee and surroundings reminiscent ominous month of April in 2001, when the extremely contagious FMD virus ...","['the', 'corona', 'quarantine', 'doe', 'the', 'village', 'remember', 'the', 'ominous', 'FMD', 'virus']",fear
1403,1 miljoen testen op corona-antistoffen in bloed | nieuwsbericht,nieuwsbericht | 05-05-2020 | 19:27. nederland heeft 1 miljoen serologische tests aangekocht. deze testen laten zien of iemand besmet is geweest met corona.,06-05-20,1 million test coronavirus antibodies in blood | news item,news | 05-05-2020 | 19:27. Netherlands has purchased 1 million serological tests. These tests show whether someone has been infected with coronavirus.,"['million', 'test', 'coronavirus', 'antibody', 'blood', 'news', 'item']",joy
1404,bijzondere horeca-initiatieven in utrecht in tijden van corona,"borrelboxen, afhaalloketten, drive-thru's: utrechtse horecabedrijven verzinnen van alles om bezig te blijven en nog wat omzet binnen te sprokkelen.",06-05-20,special hospitality initiatives in Utrecht in times of corona,"drink boxes, takeaway counters, drive-thru's: utrechtse catering companies invent anything to stay busy and get some revenue to gather inside.","['special', 'hospitality', 'initiatives', 'Utrecht', 'time', 'corona']",joy
1405,nog drie migranten met corona op isolatieschip in arnhem,"velp/arnhem - op het schip waar arbeidsmigranten uit oost-europa in isolatie zitten in de nieuwe haven in arnhem, zijn woensdag nog drie personen ...",06-05-20,three migrants corona insulation on ship in Arnhem,"velp / Arnhem - on the ship where migrant workers from Eastern Europe are in isolation in the new harbor in Arnhem, on Wednesday three people ...","['three', 'migrant', 'corona', 'insulation', 'ship', 'Arnhem']",sadness
1406,corona eist in regio 66 'officiële' slachtoffers. 'maar dat is niet het hele verhaal',de langstraat/altena - in de drie langstraatgemeenten zijn volgens de officiële cijfers tot nu toe 55 mensen overleden aan de gevolgen van besmetting ...,06-05-20,"corona demands in region 66 ""official"" victims. ""But that's not the whole story '",the langstraat / altena - in three langstraat municipalities according to official figures so far 55 people deceased from the consequences of infection ...,"['corona', 'demand', 'region', 'official', 'victim', 'But', 'that', 'not', 'the', 'whole', 'story']",anger
1407,corona zorgt in vught voor veel meer afval en klachten,vught - de 310 prullenbakken in parken en bij winkelcentra in vught raken in corona-tijd sneller vol dan anders. mensen zorgen voor veel meer rommel en ...,06-05-20,Corona makes in vught for much more waste and complaints,vught - 310 bins in parks and shopping centers in vught go into corona times more quickly than otherwise. people provide much more clutter and ...,"['Corona', 'make', 'vught', 'for', 'much', 'more', 'waste', 'and', 'complaint']",disgust
1408,wegwijzer ai en corona steun in strijd tegen covid-19,het ministerie van vws biedt sinds kort de 'wegwijzer ai en corona' aan op de website datavoorgezondheid.nl. de wegwijzer is een initiatief van het ...,06-05-20,ai corona signpost and support in combating covid-19,The Ministry of Health has recently launched the 'signpost ai and corona on the website datavoorgezondheid.nl. The guide is an initiative of the ...,"['corona', 'signpost', 'and', 'support', 'combating', 'covid-19']",disgust
1409,nijmeegs spijshuis uylenspieghel sluit de deuren voorgoed vanwege corona,nijmegen - de coronacrisis is de nekslag gebleken voor het nijmeegse spijshuis uylenspieghel. eigenaar nicole van der pluijm heeft besloten de deuren van ...,06-05-20,Nijmegen edible house Uylenspieghel close the doors for good because of corona,"Nijmegen - the corona crisis it has been found, the final blow to the Nijmegen Spijshuis Uylenspieghel. Owner Nicole decided doors van der Pluijm of ...","['Nijmegen', 'edible', 'house', 'Uylenspieghel', 'close', 'the', 'door', 'for', 'good', 'because', 'corona']",guilt
1410,britse corona-expert negeert eigen regels: laat getrouwde vriendin langskomen,"een britse wetenschapper die de regering van premier boris johnson adviseerde strenge regels voor sociale afstand in te voeren, is opgestapt omdat hij die ...",06-05-20,British corona expert ignores its own rules: let married girlfriend come,"a British scientist, the government of Prime Minister Boris Johnson advised strict rules to implement social distancing, has resigned because he ...","['British', 'corona', 'expert', 'ignores', 'it', 'own', 'rule', 'let', 'married', 'girlfriend', 'come']",anger
1411,liveblog corona 6 mei,in dit liveblog houdt binnenlands bestuur naast de reguliere berichtgeving een chronologisch overzicht bij van het laatste nieuws over het …,06-05-20,No live blog corona 6,In this live blog keeps local government a chronological record of the latest addition to the regular reporting on the ...,"['live', 'blog', 'corona']",sadness
1412,cox bazar: de laatste plek ter wereld waar je corona wilt bestrijden,"brabander willem sools zet een coronaziekenhuis op in het grootste vluchtelingenkamp ter wereld. over drie, vier weken worden de eerste patiënten in het ...",06-05-20,cox bazar: the last place on earth where you want to fight corona,"brabander william Sools put a Corona hospital in the largest refugee camp in the world. about three, four weeks of the first patients in the ...","['cox', 'bazar', 'the', 'last', 'place', 'earth', 'where', 'you', 'want', 'fight', 'corona']",fear
1413,live | britse corona-adviseur stapt op na negeren eigen regels,"het coronavirus houdt de wereld in zijn greep. inmiddels zijn er zeker 250.000 doden te betreuren en meer dan 3,5 miljoen besmettingen bekend. de druk op ...",06-05-20,live | British corona adviser step after ignoring their own rules,"coronavirus holds the world in its grip. now there are at least 250,000 deaths regrettable and more than 3.5 million infections known. the press ...","['live', 'British', 'corona', 'adviser', 'step', 'after', 'ignoring', 'their', 'own', 'rule']",anger
1414,vastgoedmonitor: weinig optimisme over herstel na corona,de nederlandse vastgoedsector verwacht weinig van een economisch herstel wanneer de corona-uitbraak is bezworen.,06-05-20,property monitor: little optimism for recovery after corona,Dutch the real estate industry expect much from an economic recovery when the corona outbreak is averted.,"['property', 'monitor', 'little', 'optimism', 'for', 'recovery', 'after', 'corona']",joy
1415,zangeres nathalie aarts ziet in italië alle kanten van corona: 'ik heb geen wallen meer onder mijn ogen',corona heeft de hele wereld in haar greep. hoe verandert dat het leven van de brabanders die in het buitenland wonen. zoals dat van nathalie aarts in ...,06-05-20,"singer Nathalie arch seen in Italy all sides by corona, ""I do not have bags under my eyes'",Corona has the whole world in its grip. how does that change the lives of the Brabant living abroad. as nathalie arch in ...,"['singer', 'Nathalie', 'arch', 'seen', 'Italy', 'all', 'side', 'corona', 'not', 'have', 'bag', 'under', 'eye']",guilt
1416,'virus niet zomaar weg na herstel van corona',"wekenlange druk op de borst, misselijkheid en keelklachten. en dat allemaal door corona. in een lotgenotengroep op facebook delen meer dan 1.500 ...",06-05-20,'Virus not just leave after restoring corona',"weeks of pressure on the chest, nausea and throat complaints. and all because of corona. a support group on facebook share more than 1,500 ...","[""'Virus"", 'not', 'just', 'leave', 'after', 'restoring', 'corona']",sadness
1417,alleen met mensvriendelijkheid en hoge eisen slaagt de corona-app,"een corona-app moet voldoen aan hoge ethische en technische normen. met privacy hoog in het vaandel, stellen leon dohmen, liesbeth ruoff en joan ba...",06-05-20,only with human kindness and demands the corona app succeeds,"corona app must meet high ethical and technical standards. privacy paramount, ask Leon Dohmen, liesbeth Ruoff and joan ba ...","['only', 'with', 'human', 'kindness', 'and', 'demand', 'the', 'corona', 'app', 'succeeds']",disgust
1418,gemeenschapshuizen boksen tegen corona | coronavirus,"beuningen - voor gemeenschapshuizen in maas en waal ontstaat er door de coronacrisis een nijpende situatie. ze vallen nog niet om, maar voorzien grote ...",06-05-20,community centers boxing against corona | coronavirus,"beuningen - for community centers in the mesh and there is an urgent situation arises Waal by the corona crisis. they are not over yet, but provide great ...","['community', 'center', 'boxing', 'against', 'corona', 'coronavirus']",fear
1419,amerikaanse universiteit introduceert 'privacygaranderende' corona-app,een app die anoniem bijhoudt waar de gebruiker is geweest om zo de verspreiding van het coronavirus tegen te gaan. in nederland lopen dergelijke ...,06-05-20,Introduces American university 'privacygaranderende corona app,an app that keeps track of where the anonymous user has been to make the spread of the coronavirus go against. Netherlands in running such ...,"['Introduces', 'American', 'university', ""'privacygaranderende"", 'corona', 'app']",disgust
1420,twee maanden werd hier gestreden tegen corona. nu is het normale leven hervat,"zeven weken deed volkskrant-journalist willem feenstra verslag vanuit ziekenhuis amphia in breda, waar op het oog het normale leven is hervat. het ...",06-05-20,two months was fought against corona. Now normal life resumes,"seven weeks did Volkskrant journalist william feenstra report from hospital Amphia in Breda, where the eye is resumed normal life. it ...","['two', 'month', 'be', 'fought', 'against', 'corona', 'Now', 'normal', 'life', 'resume']",fear
1421,railalert komt met nieuwe corona-adviezen voor spoorwerkers,"werken aan het spoor met een onderlinge afstand van anderhalve meter blijkt in praktijk lastig en soms onmogelijk, zo blijkt uit een analyse van stichting ...",06-05-20,railAlert launches new corona advice for rail workers,"working on the track proves difficult in practice with a distance of half meter and sometimes impossible, according to an analysis of foundation ...","['railAlert', 'launch', 'new', 'corona', 'advice', 'for', 'rail', 'worker']",disgust
1422,'hoe gaat waalwijk klappen opvangen?' corona roept veel vragen op,"waalwijk - hoe hard raakt de coronacrisis de gemeente waalwijk? de oppositiepartijen d66, sgp, christenunie, lijst ijpelaar en pvda willen meer inzicht ...",06-05-20,"""How are absorb waalwijk clap?"" Corona raises many questions","waalwijk - how hard the corona crisis hit the municipality Waalwijk? Opposition parties D66, SGP, Christian union, and PvdA list IJpelaar want more insight ...","['How', 'are', 'absorb', 'waalwijk', 'clap', 'Corona', 'raise', 'many', 'question']",guilt
1423,carlo brouwer over het corona virus,wijk bij duurstede ruim 80 bedrijven zijn wereldwijd bezig met het ontwikkelen van een vaccin tegen covid-19. phd microbioloog carlo brouwer woont ...,06-05-20,carlo brewer of coronavirus,duurstede district with more than 80 companies worldwide are working to develop a vaccine against covid-19. phd microbiologist carlo brewer lives ...,"['carlo', 'brewer', 'coronavirus']",joy
1424,rusland in ban van uit raam 'gevallen' corona-artsen,"terwijl premier michail misjoestin door besmetting met het covid 19-virus is uitgeschakeld, president poetin pas op 9 mei ter gelegenheid van de 75ste ...",06-05-20,"Russia to spell out window ""fallen"" corona doctors","while Prime michail misjoestin by infection with the virus is disabled covid 19, President Putin until May 9 to mark the 75th ...","['Russia', 'spell', 'out', 'window', 'fall', 'corona', 'doctor']",fear
1425,fnv luidt noodklok na corona onder arbeiders in velp: 'was kwestie van tijd',vakbond fnv luidt de noodklok na de uitbraak van het coronavirus onder oost-europese arbeidsmigranten in velp. 'we waarschuwen vanuit fnv al weken ...,06-05-20,fnv reads alarm after corona among workers in velp 'was matter of time',"fnv union is sounding the alarm after the outbreak of coronavirus among Eastern European migrants in velp. ""We warn from fnv for weeks ...","['fnv', 'read', 'alarm', 'after', 'corona', 'among', 'worker', 'velp', ""'was"", 'matter', 'time']",disgust
1426,"buurtpreventie tijdens corona: hangjongeren, tuinfeestjes en eenzaamheid","ook tijdens de coronacrisis lopen de vrijwilligers van buurtpreventie, vaak gehuld in een geel hesje, door de wijken om een oogje in het zeil te houden. ze zien ...",06-05-20,"neighborhood watch during corona: afterall, garden parties and loneliness","during the crisis corona run neighborhood watch volunteers, often shrouded in a yellow vest, through the neighborhoods to keep an eye out for. they see ...","['neighborhood', 'watch', 'during', 'corona', 'afterall', 'garden', 'party', 'and', 'loneliness']",fear
1427,makelaar eindhoven/helmond: nauwelijks effect corona op woningmarkt april,eindhoven - in april zijn 5 procent minder woningen verkocht in de regio eindhoven en helmond. de vraag is of dat aan het coronavirus ligt of aan de krapte ...,06-05-20,broker eindhoven / helmond: hardly corona effect on housing market in April,"Eindhoven - in April, 5 percent fewer homes sold in Eindhoven and Helmond region. The question is whether this is the coronavirus or tightness ...","['broker', 'eindhoven', 'helmond', 'hardly', 'corona', 'effect', 'housing', 'market', 'April']",anger
1428,kinderboeken over corona: 'ze hebben veel vragen',"niet meer naar school, geen bezoekjes aan opa en oma en afgelaste zwemles. voor kinderen is het soms lastig om de beperkingen door het coronavirus te ...",06-05-20,"children's books about Corona: ""They have a lot of questions'","no more school, no visits to grandparents and canceled swimming lessons. For children it is sometimes difficult to restrictions by the coronavirus ...","['children', 'book', 'about', 'Corona', 'They', 'have', 'lot', 'question']",shame
1429,jan en romy helpen als vrijwilliger corona te bestrijden,van patiënten vervoeren en coronatests afnemen tot informatie verstrekken en voedsel uitdelen. het rode kruis probeert met duizenden vrijwilligers te helpen ...,06-05-20,Jan and romy help as a volunteer to fight corona,"patient transport, and corona tests by providing information and handing out food. The Red Cross is trying to help thousands of volunteers ...","['Jan', 'and', 'romy', 'help', 'volunteer', 'fight', 'corona']",disgust
1430,waarom rob jetten (d66) een expertisecentrum corona wil,"d66-leider rob jetten verzoekt het kabinet, samen met zijn sp-collega lilian marijnissen, om een expertisecentrum corona in het leven te roepen.",06-05-20,Why rob banknotes (D66) a corona expertise will,"D66 leader rob banknotes requested the government, together with his colleague Lilian sp marij niches, to create a corona expertise in life.","['Why', 'rob', 'banknotes', 'D66', 'corona', 'expertise', 'will']",fear
1431,in bedrijf blijven | effect van corona op het puberbrein,voor kwetsbare pubers is de lockdown een grote uitdaging. en dus is het maar goed dat de kinder- en jeugdhulpverlening grotendeels in bedrijf is gebleven: de ...,06-05-20,stay in business | corona effect on the adolescent brain,for vulnerable teenagers the lockdown is a big challenge. and so it is good that the children and youth remains largely in business: the ...,"['stay', 'business', 'corona', 'effect', 'the', 'adolescent', 'brain']",fear
1432,corona vastgesteld bij gezin prins laurent | royalty | showbizz,"royalty het gezin van prins laurent (56) is, ondanks alle voorzichtigheid, niet kunnen ontsnappen aan het coronavirus. in le soir magazine vertelt hij dat ...",06-05-20,corona established by family Prince Laurent | royalty | showbiz,"royalty family of Prince Laurent (56), despite all prudence, can not escape the coronavirus. le soir magazine he says ...","['corona', 'established', 'family', 'Prince', 'Laurent', 'royalty', 'showbiz']",sadness
1433,corona heeft 'beperkte' invloed op overslagcijfers havenbedrijf,"north sea port (nsp) boekte door de coronacrisis de afgelopen maand in zeeland en gent 2,3 procent minder overslag, oftewel aan- en afvoer van goederen.",06-05-20,"Corona has ""limited"" impact on throughput figures port","north sea port (n sp) recorded by the corona crisis, the last month in maritime gent and 2.3 percent less handling, i.e. loading and unloading of goods.","['Corona', 'have', 'limited', 'impact', 'throughput', 'figure', 'port']",fear
1434,wekdienst 6/5: kabinet komt met 'spoorboek' corona-aanpak • zaak nicky verstappen gaat verder,goedemorgen! het kabinet komt vanavond met een opzet voor versoepelingen van de coronamaatregelen voor de komende maanden. ook gaat vandaag de ...,06-05-20,"wake 6/5: government will ""track book corona approach • nicky verstappen case continues","good morning! Cabinet comes tonight with a plan for easing the corona measures for the coming months. Also today, the ...","['wake', '6/5', 'government', 'will', 'track', 'book', 'corona', 'approach', 'nicky', 'verstappen', 'case', 'continues']",fear
1435,coronanieuws van dinsdag 5 mei: corona vastgesteld in het azc van sneek,in dit liveblog melden we het laatste nieuws over het coronavirus.,06-05-20,"corona news Tuesday, May 5: Corona established in azc of sneek",In this live blog we report the latest news on the coronavirus.,"['corona', 'news', 'Tuesday', 'May', 'Corona', 'established', 'azc', 'sneek']",joy
